name,Post-Up,Putbacks,Cut,P&R Roll Man,Spot-Up,Handoff,Offscreen,Transition,Miscellaneous,Isolation,P&R Ball Handler,Restricted Area,Paint Area,Mid Range,3P
Jusuf.Nurkic,0.354838699,0.149769589,0.140552998,0.145161286,0.02764977,0,0,0.062211983,0.11981567,0,0,0.698501885,0.191011235,0.108614229,0.001872659
LaMarcus.Aldridge,0.330151141,0.094669849,0.065234683,0.19252187,0.163086712,0,0.034208432,0.039777249,0.046141606,0.034208432,0,0.24404195,0.159199238,0.543374658,0.053384174
Zach.Randolph,0.327160507,0.134920642,0.069664903,0.117283948,0.113756612,0,0.014991182,0.037037037,0.051146384,0.134038806,0,0.353734434,0.231327802,0.317427397,0.097510375
Marc.Gasol,0.321673512,0.016460905,0.043895748,0.230452672,0.155006856,0.010973937,0.037722908,0.067215361,0.043895748,0.072702333,0,0.151724145,0.27672413,0.340517253,0.231034487
Jahlil.Okafor,0.321543396,0.090032153,0.115755625,0.093247585,0.061093248,0,0,0.056270096,0.056270096,0.205787778,0,0.475583851,0.36730361,0.157112524,0
Greg.Monroe,0.308977038,0.114822544,0.182672232,0.115866385,0.058455113,0.010438413,0,0.076200418,0.072025053,0.060542796,0,0.640495896,0.220385671,0.133608818,0.005509642
Enes.Kanter,0.29979676,0.169715449,0.099593498,0.18800813,0.068089433,0,0.015243903,0.080284551,0.041666668,0.037601627,0,0.629579365,0.160108551,0.158751696,0.05156038
Al.Horford,0.28556484,0.034518827,0.067991629,0.24686192,0.186192468,0,0.035564855,0.050209206,0.052301254,0.04079498,0,0.238451928,0.197253436,0.262172282,0.302122355
Dwight.Howard,0.280123591,0.219361484,0.210092694,0.100926876,0.027806384,0,0,0.046343975,0.104016475,0.011328528,0,0.789559543,0.120717779,0.086460032,0.003262643
Andre.Drummond,0.275720179,0.231275722,0.153086424,0.121810697,0.011522634,0,0,0.080658436,0.090534978,0.035390947,0,0.535675108,0.340285391,0.11635565,0.007683864
Brook.Lopez,0.270847231,0.060040027,0.060707137,0.167444959,0.210140094,0.016010674,0.043362241,0.063375585,0.048032023,0.060040027,0,0.272184312,0.282423198,0.115187712,0.330204785
Hassan.Whiteside,0.263487101,0.201720089,0.183737293,0.159499615,0.030492572,0,0,0.03831118,0.077404223,0.045347929,0,0.507708132,0.336073995,0.156217888,0
Karl-Anthony.Towns,0.256589562,0.110812262,0.060247444,0.195266277,0.113501884,0,0.058095749,0.069392145,0.053254437,0.082840234,0,0.413793117,0.208924949,0.192021638,0.185260311
Taj.Gibson,0.254060328,0.107888632,0.171693742,0.168213457,0.119489558,0,0,0.074245937,0.060324825,0.044083528,0,0.469675601,0.260930896,0.251057833,0.018335683
Jonas.Valanciunas,0.244173139,0.194228634,0.159822419,0.208657041,0.04217536,0,0,0.038845725,0.083240844,0.028856825,0,0.512820542,0.249287754,0.235042736,0.002849003
Kevin.Love,0.234601453,0.084239133,0.039855074,0.123188406,0.239130437,0,0.061594203,0.101449274,0.059782609,0.056159422,0,0.226066902,0.140715107,0.183391005,0.449826986
Steven.Adams,0.232279167,0.176663026,0.17884405,0.239912763,0,0,0,0.081788443,0.090512544,0,0,0.625954211,0.332824439,0.039694656,0.001526718
Nikola.Vucevic,0.226973683,0.09375,0.096217103,0.234375,0.149671048,0.008223685,0.011513158,0.064144738,0.059210528,0.055921052,0,0.236663431,0.254122198,0.435499519,0.073714837
Dirk.Nowitzki,0.21635884,0.019788919,0.026385223,0.28364116,0.250659645,0,0.05408971,0.073878631,0.038258575,0.036939315,0,0.069321536,0.089970499,0.532448351,0.308259577
DeMarcus.Cousins,0.211538464,0.054655872,0.0298583,0.151821867,0.188765183,0.007591093,0.038967613,0.082995951,0.063765183,0.154352233,0.015688259,0.405726254,0.16061452,0.180167601,0.25349161
Nikola.Jokic,0.209386274,0.127256319,0.147111908,0.154332131,0.110108301,0,0.014440433,0.077617325,0.098375455,0.061371841,0,0.416861832,0.230679154,0.189695552,0.162763461
Marcin.Gortat,0.207058817,0.143529415,0.300000012,0.228235289,0,0,0,0.041176472,0.079999998,0,0,0.558692396,0.276374429,0.163447246,0.001485884
Timofey.Mozgov,0.205542728,0.101616628,0.214780599,0.147806004,0.085450344,0,0.050808314,0.07159353,0.099307157,0.023094688,0,0.493902445,0.213414639,0.289634138,0.00304878
Alex.Len,0.198449612,0.162790701,0.179844961,0.186046511,0.058914728,0,0,0.069767445,0.120930232,0.023255814,0,0.574514031,0.196544275,0.203023762,0.025917927
Pau.Gasol,0.19764398,0.085078537,0.090314135,0.265706807,0.204188481,0,0.015706806,0.06937173,0.05235602,0.019633507,0,0.256622523,0.220198676,0.350993365,0.172185436
Markieff.Morris,0.189530686,0.067689531,0.097472921,0.136281595,0.211191341,0.009025271,0.047833934,0.083935015,0.061371841,0.095667869,0,0.310461193,0.179977506,0.289088875,0.22047244
Blake.Griffin,0.189481825,0.05181748,0.061871618,0.148491874,0.15622583,0,0.026295437,0.141531318,0.044083528,0.107501931,0.072699152,0.409278363,0.140206188,0.335051537,0.11546392
Derrick.Favors,0.184158415,0.102970295,0.249504954,0.265346527,0.122772276,0,0,0.027722772,0.047524754,0,0,0.434052765,0.194244608,0.347721815,0.023980815
Boris.Diaw,0.181384251,0.042959426,0.06443914,0.112171836,0.362768501,0,0,0.062052507,0.06443914,0.050119333,0.05966587,0.406727821,0.152905196,0.192660555,0.247706428
Serge.Ibaka,0.181095406,0.074204944,0.071554773,0.219964668,0.227031797,0,0.02385159,0.110424027,0.054770317,0.037102472,0,0.165987775,0.195519343,0.315682292,0.32281059
Harrison.Barnes,0.177601054,0.019218026,0.042412195,0.082173623,0.148442671,0.007952286,0.145129219,0.057654075,0.034459908,0.244532809,0.040424123,0.20093824,0.228303358,0.39796716,0.172791243
Paul.Millsap,0.170619741,0.039020658,0.061208874,0.235654175,0.172149956,0,0.054322876,0.066564649,0.058148433,0.126243308,0.01606733,0.279835403,0.226337448,0.245884776,0.247942388
Carmelo.Anthony,0.166961655,0.028908554,0.02418879,0.024778761,0.151622415,0.030088495,0.056047197,0.077286139,0.041887905,0.230678469,0.167551622,0.138228938,0.079913609,0.478761703,0.303095758
Robin.Lopez,0.16407983,0.190687358,0.161862522,0.271618634,0.099778272,0.016629713,0,0.028824834,0.066518851,0,0,0.350967735,0.281290323,0.3651613,0.002580645
Domantas.Sabonis,0.160958901,0.037671234,0.09760274,0.219178081,0.291095883,0,0,0.133561641,0.037671234,0.022260275,0,0.32016632,0.180873185,0.16839917,0.33056134
Tarik.Black,0.15544042,0.227979273,0.251295328,0.225388601,0,0,0,0.06735751,0.07253886,0,0,0.755102038,0.190476194,0.047619049,0.006802721
Anthony.Davis,0.154508606,0.066362716,0.065349542,0.245187432,0.124113478,0.022796353,0.071935154,0.093211755,0.050151974,0.096757852,0.009625127,0.316513747,0.2208388,0.374836177,0.087811269
Shaun.Livingston,0.15345268,0,0.217391297,0,0.051150896,0.05882353,0.03836317,0.150895134,0.094629154,0.102301791,0.132992327,0.224683538,0.275316447,0.490506321,0.00949367
Trevor.Booker,0.147802934,0.097203732,0.121171772,0.177097201,0.15046604,0,0,0.175765648,0.061251663,0.06924101,0,0.516074479,0.213197976,0.138747886,0.131979689
Shabazz.Muhammad,0.141496599,0.074829929,0.115646258,0,0.289795905,0.021768708,0.01904762,0.234013602,0.034013607,0.046258502,0.023129251,0.387959868,0.202341139,0.167224079,0.242474914
Kosta.Koufos,0.138004243,0.150743097,0.397027612,0.152866244,0,0,0,0.065817408,0.074309982,0.021231422,0,0.510204077,0.446428567,0.040816326,0.00255102
Kristaps.Porzingis,0.137076795,0.065235339,0.087530963,0.157720894,0.219653174,0.015689513,0.085053675,0.098265894,0.041288193,0.079273328,0.013212222,0.225380704,0.169543147,0.28629443,0.318781734
David.Lee,0.134935305,0.164510161,0.234750465,0.175600737,0.073937155,0,0,0.096118301,0.066543438,0.053604435,0,0.645238101,0.190476194,0.164285719,0
Zaza.Pachulia,0.128668174,0.133182839,0.316027075,0.115124151,0.072234765,0,0,0.092550792,0.110609479,0.03160271,0,0.723127007,0.110749185,0.159609124,0.006514658
Maurice.Harkless,0.127463862,0.111695141,0.115637317,0.040735874,0.278580815,0.024967149,0.043363996,0.155059129,0.03022339,0.027595269,0.044678055,0.558587492,0.081861958,0.049759228,0.309791327
Aron.Baynes,0.125,0.220744684,0.207446814,0.239361703,0.037234042,0,0,0.061170213,0.109042555,0,0,0.537634432,0.26523298,0.197132617,0
Willy.Hernangomez,0.123577237,0.173983738,0.219512194,0.219512194,0.068292685,0,0,0.08130081,0.082926832,0.030894309,0,0.662365615,0.165591404,0.139784947,0.032258064
Willie.Cauley-Stein,0.119868636,0.082101807,0.256157637,0.203612477,0.088669948,0,0,0.091954023,0.077175699,0.080459774,0,0.528066516,0.282744288,0.185031191,0.004158004
Frank.Kaminsky,0.11970339,0.030720338,0.075211868,0.216101691,0.344279647,0.011652542,0.046610169,0.054025423,0.048728812,0.042372882,0.010593221,0.241895258,0.208229423,0.108478799,0.441396505
Arron.Afflalo,0.117408909,0,0.044534411,0,0.329959512,0.052631579,0.133603245,0.103238866,0.054655872,0.082995951,0.080971658,0.123809524,0.166666672,0.349999994,0.359523803
Kenneth.Faried,0.115887851,0.25981307,0.276635528,0.10093458,0.035514019,0,0,0.117757007,0.093457945,0,0,0.730769217,0.182692304,0.072115384,0.014423077
Danilo.Gallinari,0.115346037,0.02106319,0.053159479,0.033099297,0.263791382,0.080240719,0.043129388,0.131394178,0.024072217,0.128385156,0.106318958,0.233333334,0.057333332,0.277333319,0.432000011
Jeff.Green,0.114893615,0.025531914,0.034042552,0.063829787,0.268085092,0.04255319,0.034042552,0.181560278,0.051063828,0.073758863,0.110638298,0.258064508,0.157706097,0.238351256,0.345878124
John.Henson,0.114213198,0.162436545,0.294416249,0.210659891,0.05076142,0,0,0.065989845,0.101522841,0,0,0.571428597,0.301948041,0.126623377,0
Andrew.Wiggins,0.112838514,0.032597795,0.046138417,0.012537613,0.128886655,0.061183549,0.044132397,0.107321963,0.033600803,0.099799395,0.320962876,0.319745213,0.121656053,0.374522299,0.184076428
LeBron.James,0.112607762,0.03125,0.058189657,0.026400862,0.059267242,0.016163792,0.014547414,0.224676728,0.054418102,0.203125,0.199353442,0.457929999,0.090841398,0.197319433,0.253909171
Kelly.Olynyk,0.111280486,0.051829267,0.091463417,0.230182931,0.243902445,0.021341464,0.050304879,0.085365854,0.085365854,0.028963415,0,0.397637784,0.090551183,0.133858263,0.377952754
Rudy.Gay,0.110915489,0.03697183,0.044014085,0.024647888,0.188380286,0.04225352,0.084507041,0.153169021,0.049295776,0.119718313,0.146126762,0.289592773,0.194570139,0.26018101,0.255656123
Thaddeus.Young,0.109181143,0.090570718,0.194789082,0.16749379,0.161290318,0,0,0.194789082,0.052109182,0.029776676,0,0.506550193,0.2125182,0.109170303,0.171761274
Julius.Randle,0.109141789,0.092350744,0.101679102,0.109141789,0.120335817,0.013992538,0.012126866,0.18563433,0.083955221,0.155783579,0.015858209,0.510996103,0.279430777,0.128072441,0.081500649
Terrence.Jones,0.108108111,0.077702701,0.128378376,0.153716221,0.248310804,0,0,0.146959454,0.052364863,0.084459461,0,0.459349602,0.26219511,0.126016259,0.152439028
Dwyane.Wade,0.107349299,0.030553263,0.031379025,0,0.099917427,0.047894303,0.039636664,0.154417843,0.036333609,0.120561518,0.331957072,0.283018857,0.171907753,0.394129992,0.150943398
Noah.Vonleh,0.107238606,0.222520113,0.219839141,0.107238606,0.152815014,0,0,0.058981232,0.088471852,0.042895444,0,0.572490692,0.16356878,0.193308547,0.070631973
DeAndre.Jordan,0.107142858,0.25,0.218894005,0.197004601,0,0,0,0.067972347,0.158986181,0,0,0.923743486,0.069324091,0.003466205,0.003466205
Mason.Plumlee,0.105568446,0.111368909,0.283062637,0.190255225,0.05800464,0,0,0.11600928,0.096287705,0.039443154,0,0.664526463,0.194221511,0.131621182,0.009630819
Joe.Johnson,0.104827583,0.020689655,0.015172414,0.013793103,0.324137926,0.048275862,0.056551725,0.048275862,0.024827586,0.153103441,0.190344825,0.100638978,0.231629387,0.255591065,0.412140578
Meyers.Leonard,0.10120482,0,0.10120482,0.281927705,0.363855422,0,0,0.05060241,0.077108435,0.024096385,0,0.105820104,0.100529097,0.230158731,0.56349206
Myles.Turner,0.097449906,0.070127502,0.185792357,0.305100173,0.150273219,0.009107468,0,0.090163931,0.071038254,0.020947177,0,0.340621412,0.139240503,0.387802064,0.13233602
Marcus.Smart,0.096456692,0.039370079,0.04429134,0,0.224409446,0.062992126,0.031496063,0.120078743,0.115157478,0.0738189,0.191929132,0.249666229,0.182910547,0.124165557,0.443257689
Marreese.Speights,0.094452776,0.101949029,0.059970014,0.259370327,0.307346314,0,0,0.074962519,0.067466266,0.034482758,0,0.281535655,0.104204752,0.109689213,0.504570365
Bobby.Portis,0.093457945,0.121495329,0.077102803,0.142523363,0.366822422,0,0,0.107476637,0.060747664,0.030373832,0,0.296000004,0.13333334,0.314666659,0.256000012
Evan.Turner,0.09208633,0.030215828,0.024460431,0,0.185611516,0.060431655,0.035971224,0.129496396,0.056115109,0.12230216,0.26330936,0.215579703,0.204710141,0.365942031,0.21376811
Tobias.Harris,0.091127098,0.03117506,0.030375699,0.103916869,0.281374902,0.023181455,0.039968025,0.136690646,0.023181455,0.1334932,0.105515584,0.230696797,0.219397366,0.255178899,0.294726938
Marquese.Chriss,0.090683229,0.094409935,0.119254656,0.106832296,0.289440989,0,0.019875776,0.159006208,0.072049692,0.048447207,0,0.433544308,0.098101266,0.113924049,0.354430377
DeMar.DeRozan,0.089775562,0.016957605,0.00798005,0,0.069326684,0.049376559,0.071820445,0.08778055,0.025935162,0.171072319,0.409975052,0.192233011,0.24336569,0.484142393,0.080258898
Nicolas.Batum,0.088818401,0.017446471,0.030927835,0,0.158604279,0.09912768,0.190325141,0.070578903,0.038065027,0.051546391,0.254559875,0.124102563,0.118974358,0.341538459,0.41538462
Marcus.Morris,0.08828523,0.039898131,0.024617996,0.05687606,0.205432937,0.047538199,0.048387095,0.133276746,0.042444821,0.147707984,0.165534809,0.121151939,0.116186693,0.408143014,0.354518384
Bismack.Biyombo,0.087850466,0.140186921,0.312149525,0.254205614,0,0,0,0.072897196,0.132710278,0,0,0.62241888,0.271386445,0.10619469,0
Jon.Leuer,0.087649405,0.084993362,0.111553788,0.150066406,0.305444896,0,0.037184596,0.138114214,0.035856575,0.031872511,0.017264277,0.270897835,0.150154799,0.320433438,0.258513927
Giannis.Antetokounmpo,0.086021505,0.052065648,0.097340122,0.037917376,0.102999434,0.026032824,0.014148274,0.217317492,0.062252406,0.127334461,0.17657046,0.527027011,0.128775835,0.201907784,0.142289355
Dario.Saric,0.083609268,0.058774833,0.06291391,0.094370864,0.271523178,0.016556291,0.051324502,0.150662258,0.048013244,0.11092715,0.051324502,0.317494601,0.125269979,0.190064788,0.367170632
Wesley.Matthews,0.082272284,0,0.019588638,0.013712047,0.307541639,0.051909894,0.147894219,0.097943194,0.042115573,0.113614105,0.123408422,0.128689498,0.106257379,0.19952774,0.565525413
Nene,0.081967212,0.074681237,0.233151183,0.320582867,0.071038254,0,0,0.087431692,0.074681237,0.056466304,0,0.697732985,0.083123423,0.196473554,0.022670025
Kawhi.Leonard,0.081017151,0.02247191,0.027794205,0.007096393,0.186871678,0.063276164,0.076286219,0.125960976,0.036664695,0.125960976,0.246599644,0.18611747,0.161708623,0.35774219,0.294431746
JaMychal.Green,0.079579577,0.166666672,0.135135129,0.090090089,0.292792797,0,0.015015015,0.105105102,0.082582586,0.033033032,0,0.456913829,0.07014028,0.184368744,0.288577169
Channing.Frye,0.078333333,0.035,0.061666667,0.174999997,0.401666671,0,0.063333333,0.103333332,0.064999998,0.016666668,0,0.132692307,0.069230773,0.15384616,0.644230783
Ersan.Ilyasova,0.075771749,0.089803554,0.078578107,0.138447151,0.284377933,0.014967259,0.054256313,0.168381661,0.06080449,0.014031805,0.020579981,0.285393268,0.060674157,0.202247187,0.451685399
Draymond.Green,0.075593956,0.060475163,0.112311013,0.088552915,0.254859596,0,0.035637148,0.187904969,0.106911451,0.02699784,0.05075594,0.433846146,0.109230772,0.052307691,0.404615372
Aaron.Gordon,0.074356534,0.080076262,0.07530982,0.044804577,0.222116306,0.048617732,0.038131554,0.199237362,0.039084844,0.06768351,0.11058151,0.374566466,0.095953755,0.220809251,0.308670521
Gorgui.Dieng,0.073897496,0.101311088,0.190703213,0.18831943,0.234803334,0,0,0.097735398,0.097735398,0.015494636,0,0.367624819,0.16944024,0.397881985,0.065052949
Rondae.Hollis-Jefferson,0.073453605,0.05927835,0.131443292,0.045103092,0.210051551,0.024484536,0.021907216,0.210051551,0.036082473,0.094072163,0.094072163,0.538745403,0.142066419,0.195571959,0.123616233
Russell.Westbrook,0.07229358,0.027522936,0.009541284,0,0.047339451,0.028623853,0.019449541,0.201834857,0.048440367,0.190091744,0.354862392,0.307058215,0.086038128,0.306543022,0.30036065
Vince.Carter,0.071065992,0.037225042,0.028764805,0,0.336717427,0.079526223,0.109983079,0.076142132,0.064297803,0.040609136,0.155668363,0.194274023,0.089979552,0.112474434,0.603271961
Jaylen.Brown,0.070631973,0.050185874,0.109665431,0,0.32713756,0.035315987,0.024163568,0.210037172,0.052044611,0.066914499,0.053903345,0.434988171,0.118203312,0.127659574,0.319148928
Kevin.Durant,0.070454545,0.018181818,0.065151513,0.025,0.142424241,0.030303031,0.13484849,0.224999994,0.047727272,0.115151517,0.125757575,0.281676412,0.160818711,0.253411293,0.30409357
Brandon.Ingram,0.069584735,0.031425364,0.048260383,0,0.222222224,0.051627386,0.023569023,0.139169469,0.049382716,0.148148149,0.216610551,0.311306894,0.152716592,0.268722475,0.267254025
Amir.Johnson,0.067209773,0.126272917,0.287169039,0.167006105,0.128309578,0,0,0.093686357,0.103869654,0.026476579,0,0.572972953,0.213513508,0.035135135,0.178378373
Willie.Reed,0.064971752,0.265536726,0.330508471,0.169491529,0.033898305,0,0,0.06779661,0.06779661,0,0,0.642105281,0.217543855,0.126315787,0.014035088
Nikola.Mirotic,0.064900659,0.049006622,0.060927153,0.094039738,0.422516555,0.027814569,0.064900659,0.140397355,0.049006622,0.026490066,0,0.227929369,0.048154093,0.121990368,0.601926148
Kyle.O'Quinn,0.062015504,0.168604657,0.197674423,0.184108526,0.156976745,0,0,0.062015504,0.110465117,0.058139537,0,0.497572809,0.121359222,0.342233002,0.038834952
Larry.Nance,0.061085973,0.144796386,0.190045252,0.228506789,0.162895933,0,0.027149322,0.122171946,0.06334842,0,0,0.444444448,0.172222227,0.286111116,0.097222224
Jimmy.Butler,0.05882353,0.036470588,0.03882353,0.006470588,0.090588234,0.042352941,0.042941175,0.123529412,0.054705881,0.138235301,0.367058814,0.301916927,0.121405751,0.378594249,0.198083073
Justin.Hamilton,0.055427253,0.094688222,0.108545035,0.214780599,0.337182462,0,0.023094688,0.106235564,0.060046189,0,0,0.284960419,0.150395781,0.089709766,0.474934042
Jabari.Parker,0.054890219,0.054890219,0.085828342,0.06287425,0.275449097,0.041916169,0.03493014,0.177644715,0.025948104,0.102794409,0.082834333,0.450184494,0.115621157,0.216482162,0.217712179
Wilson.Chandler,0.054867256,0.05044248,0.061061949,0.079646021,0.261946917,0.060176991,0.046902657,0.130088493,0.03539823,0.117699116,0.101769909,0.302449405,0.177848771,0.17252396,0.347177863
Devin.Booker,0.053966541,0.015650297,0.019427955,0,0.101457097,0.046950892,0.119266056,0.202914193,0.042633567,0.130059361,0.267674029,0.222921029,0.136268348,0.357791752,0.283018857
Trey.Lyles,0.053903345,0.055762082,0.039033458,0.139405206,0.442379177,0.022304833,0.053903345,0.078066915,0.048327137,0.027881041,0.039033458,0.226027399,0.143835619,0.166666672,0.46347031
Paul.George,0.051864803,0.016899766,0.023310022,0.025058275,0.118298367,0.02972028,0.189976692,0.147435904,0.047202796,0.174825177,0.175407931,0.152416363,0.104089223,0.376951665,0.366542757
Ryan.Anderson,0.051454138,0.087248325,0.033557046,0.176733777,0.316554815,0.019015661,0.072706938,0.148769572,0.04474273,0.025727069,0.023489933,0.166882277,0.055627424,0.122897804,0.654592514
D'Angelo.Russell,0.048214287,0.010714286,0.023214286,0,0.11517857,0.091071427,0.051785715,0.123214282,0.060714286,0.078571431,0.397321433,0.173410401,0.144508675,0.240462422,0.441618502
Jerian.Grant,0.047353759,0,0,0,0.348189414,0.047353759,0,0.161559895,0.061281338,0.089136489,0.245125353,0.196013287,0.099667773,0.2591362,0.445182711
Jared.Dudley,0.046948358,0.030516433,0.032863848,0.126760557,0.370892018,0,0.119718313,0.183098584,0.089201875,0,0,0.14782609,0.057971016,0.20869565,0.585507274
Luol.Deng,0.046653144,0.07707911,0.060851928,0.022312373,0.292089254,0.07707911,0.064908721,0.164300203,0.046653144,0.042596348,0.10547667,0.297872335,0.08747045,0.226950347,0.387706846
Gerald.Henderson,0.045321636,0.023391813,0.070175439,0,0.217836261,0.125730991,0.068713449,0.171052635,0.052631579,0.064327486,0.160818711,0.228675142,0.114337571,0.346642464,0.310344815
Michael.Kidd-Gilchrist,0.044914134,0.072655216,0.165125489,0,0.315719932,0.047556143,0,0.194187582,0.035667107,0.039630119,0.084544256,0.491909385,0.144012943,0.349514574,0.014563107
Cristiano.Felicio,0.044827588,0.27241379,0.158620685,0.279310346,0.093103446,0,0,0.08275862,0.068965517,0,0,0.769230783,0.085972853,0.144796386,0
Marvin.Williams,0.044794191,0.059322033,0.090799034,0.135593221,0.426150113,0.023002421,0.044794191,0.111380145,0.064164646,0,0,0.244318187,0.14488636,0.107954547,0.502840936
James.Johnson,0.042512078,0.031884059,0.039613526,0.082125604,0.257971019,0.012560386,0.030917874,0.142028987,0.071497582,0.117874399,0.171014488,0.37890625,0.15625,0.1328125,0.33203125
Rudy.Gobert,0.041666668,0.218495935,0.300813019,0.209349588,0.013211383,0,0,0.070121951,0.128048778,0.018292682,0,0.903999984,0.086400002,0.008,0.0016
Deron.Williams,0.039509539,0,0.017711172,0,0.140326977,0.035422344,0.098092645,0.083106264,0.050408721,0.138964579,0.396457762,0.159999996,0.144999996,0.305000007,0.389999986
Anthony.Tolliver,0.039260969,0.04157044,0.078521937,0.110854506,0.489607394,0,0.04157044,0.108545035,0.090069287,0,0,0.169054449,0.080229223,0.097421207,0.6532951
Dewayne.Dedmon,0.037356321,0.221264362,0.287356317,0.275862068,0,0,0,0.071839079,0.106321841,0,0,0.768339753,0.150579154,0.081081077,0
PJ.Tucker,0.036764707,0.102941178,0.119485296,0.03125,0.380514711,0,0,0.213235289,0.097426474,0,0.018382354,0.346473038,0.134854779,0.112033196,0.40663901
Kyle.Anderson,0.036363635,0.06909091,0.11272727,0,0.345454544,0.058181819,0.039999999,0.130909085,0.050909091,0.054545455,0.101818182,0.365384609,0.197115391,0.25,0.1875
Montrezl.Harrell,0.035629455,0.123515442,0.299287409,0.249406174,0.057007127,0,0,0.140142515,0.064133018,0,0.030878861,0.75,0.139534891,0.093023255,0.017441861
Doug.McDermott,0.035315987,0,0.096654274,0,0.323420078,0.10780669,0.197026029,0.180297405,0.033457249,0,0.026022306,0.20120725,0.136820927,0.24346076,0.418511063
Jae.Crowder,0.033632286,0.029147983,0.07399103,0.022421524,0.367713004,0.065022424,0.105381168,0.165919289,0.062780268,0.020179372,0.053811658,0.219444439,0.034722224,0.19861111,0.547222197
Clint.Capela,0.033426184,0.146239549,0.303621173,0.284122556,0,0,0,0.137883008,0.072423398,0.022284122,0,0.847246885,0.142095909,0.010657194,0
Rodney.Hood,0.032299742,0,0.021963824,0,0.259689927,0.094315246,0.07881137,0.105943151,0.020671835,0.114987083,0.27131784,0.144144148,0.178678676,0.216216221,0.460960954
Mindaugas.Kuzminskas,0.03160271,0.067720093,0.112866819,0,0.363431156,0.027088037,0.027088037,0.191873595,0.060948081,0.047404062,0.069977425,0.406504065,0.100271001,0.037940379,0.455284566
Gordon.Hayward,0.031571724,0.013726836,0.091283455,0,0.134522989,0.115305424,0.112560056,0.102951273,0.036376115,0.074124917,0.287577212,0.249134943,0.147923872,0.279411763,0.323529422
Chris.Paul,0.030243902,0,0,0,0.091707319,0.027317073,0,0.142439023,0.077073172,0.17756097,0.453658551,0.08535032,0.119745225,0.410191089,0.384713382
Andre.Iguodala,0.029069768,0.029069768,0.122093022,0,0.31782946,0.023255814,0.032945737,0.248062015,0.093023255,0.060077518,0.044573642,0.38072288,0.040963855,0.151807234,0.426506013
Tony.Allen,0.028340081,0.161943316,0.22807017,0,0.190283403,0,0.013495277,0.197031036,0.06477733,0.053981107,0.062078271,0.709243715,0.126050428,0.073949583,0.090756305
Kyrie.Irving,0.025087515,0.014002333,0.022753792,0.007001167,0.079929985,0.054842472,0.04142357,0.154025674,0.046674445,0.214119017,0.340140015,0.282792658,0.117066294,0.290550083,0.309590966
